start,end,text,label
667.42,669.2099999999999,"all ground-types so your Pikachu and
fletchling won't stand a chance and",Clean
669.2099999999999,669.2199999999999,fletchling won't stand a chance and,Clean
669.2199999999999,671.01,"fletchling won't stand a chance and
battle ha you just made a mistake",Clean
671.01,671.02,battle ha you just made a mistake,Clean
671.02,672.6899999999999,"battle ha you just made a mistake
telling me that now I'm gonna have a",Clean
672.6899999999999,672.6999999999999,telling me that now I'm gonna have a,Clean
672.6999999999999,673.86,"telling me that now I'm gonna have a
strategy bitch",Hate
673.86,673.87,strategy bitch,Hate
673.87,676.9499999999999,"strategy bitch
ooh I gave both my pokemons air balloons",Hate
676.9499999999999,676.9599999999999,ooh I gave both my pokemons air balloons,Clean
676.9599999999999,678.54,"ooh I gave both my pokemons air balloons
so good luck using earthquake on them",Clean
678.54,678.55,so good luck using earthquake on them,Clean
678.55,690.14,"so good luck using earthquake on them
now go neither what the kiss yes gust",Clean
690.14,690.15,,Clean
690.15,694.4399999999999,oh my god no I thought of a strategy for,Clean
694.4399999999999,694.4499999999999,oh my god no I thought of a strategy for,Clean
694.4499999999999,696.6899999999999,"oh my god no I thought of a strategy for
the first time ever and I lost the game",Clean
696.6899999999999,696.6999999999999,the first time ever and I lost the game,Clean
696.6999999999999,700.77,"the first time ever and I lost the game
again but why what the hell happened",Clean
700.77,700.78,again but why what the hell happened,Clean
700.78,702.63,"again but why what the hell happened
when she sent out that thing that",Clean
702.63,702.64,when she sent out that thing that,Clean
702.64,706.7099999999999,"when she sent out that thing that
strange flying with wings that I've",Clean
706.7099999999999,706.7199999999999,strange flying with wings that I've,Clean
706.7199999999999,708.78,"strange flying with wings that I've
never seen before how do I keep losing",Clean
708.78,708.79,never seen before how do I keep losing,Clean
708.79,711.78,"never seen before how do I keep losing
battles like this it's cuz you can't see",Clean
711.78,711.79,battles like this it's cuz you can't see,Clean
711.79,714.0,"battles like this it's cuz you can't see
the truth also the gym leaders cheating",Clean
714.0,714.01,the truth also the gym leaders cheating,Clean
714.01,716.76,"the truth also the gym leaders cheating
here have a moist towelette - oh uh",Clean
716.76,716.77,here have a moist towelette - oh uh,Clean
716.77,719.76,"here have a moist towelette - oh uh
thanks wait did you just read my mind",Clean
719.76,719.77,thanks wait did you just read my mind,Clean
719.77,723.0899999999999,"thanks wait did you just read my mind
it's nice to see you again ash uh as",Clean
723.0899999999999,723.1,it's nice to see you again ash uh as,Clean
723.1,725.4599999999999,"it's nice to see you again ash uh as
opposed to the five minutes ago when I",Clean
725.4599999999999,725.4699999999999,opposed to the five minutes ago when I,Clean
725.4699999999999,726.0899999999999,"opposed to the five minutes ago when I
met you",Clean
726.0899999999999,726.1,met you,Clean
726.1,727.4399999999999,"met you
we've actually known each other for a",Clean
727.4399999999999,727.4499999999999,we've actually known each other for a,Clean
727.4499999999999,729.66,"we've actually known each other for a
lot longer than you can imagine and you",Clean
729.66,729.67,lot longer than you can imagine and you,Clean
729.67,732.3,"lot longer than you can imagine and you
have something that I want what's this a",Clean
732.3,732.31,have something that I want what's this a,Clean
732.31,733.35,"have something that I want what's this a
cliffhanger",Clean
733.35,733.36,cliffhanger,Clean
733.36,735.39,"cliffhanger
how could Serina have known asked before",Clean
735.39,735.4,how could Serina have known asked before,Clean
735.4,737.67,"how could Serina have known asked before
this find out next time on I love this",Clean
737.67,737.68,this find out next time on I love this,Clean
737.68,739.4399999999999,"this find out next time on I love this
episode but it's too bad the wait for",Clean
739.4399999999999,739.4499999999999,episode but it's too bad the wait for,Clean
739.4499999999999,741.3199999999999,"episode but it's too bad the wait for
the next one isn't a bridge",Clean
741.3199999999999,741.3299999999999,the next one isn't a bridge,Clean
741.3299999999999,770.3399999999999,"the next one isn't a bridge
[Music]",Clean
770.3399999999999,770.3499999999999,,Clean
770.3499999999999,771.7199999999999,[Music],Clean
771.7199999999999,771.73,[Music],Clean
771.73,785.689,"[Music]
he has absolutely no idea perfect",Clean
785.689,785.699,,Clean
785.699,787.759,you,Clean
